series,mass,noq_error
FOODS_3_245,4529.0,2297.494497969718
FOODS_3_249,928.0,714.9453828801098
FOODS_3_250,1237.0,1009.2478277756708
FOODS_3_253,1552.0,1146.8096687648451
FOODS_3_255,375.0,374.887399515876
FOODS_3_257,2637.0,1549.2202387705563
FOODS_3_258,3520.0,1943.2515898457818
FOODS_3_260,361.0,359.4483224792387
FOODS_3_262,715.0,688.3990281342816
FOODS_3_264,906.0,773.46997066267
FOODS_3_267,1328.0,1046.661855900378
FOODS_3_269,863.0,753.3610689575119
FOODS_3_271,943.0,697.7238206493064
FOODS_3_273,1499.0,1154.6343569571738
FOODS_3_275,668.0,567.1184567844075
FOODS_3_277,2229.0,1514.4796213426382
FOODS_3_279,1099.0,802.4980532820787
FOODS_3_280,645.0,595.7305548019782
FOODS_3_281,9103.0,4641.824515993234
FOODS_3_282,23985.0,10362.486658140617
FOODS_3_284,476.0,478.3409705001665
FOODS_3_285,3115.0,2156.9023847327903
FOODS_3_288,17138.0,6149.455611286724
FOODS_3_289,764.0,642.1925758188368
FOODS_3_291,2068.0,1364.125118870509
FOODS_3_294,1350.0,1173.1295454852175
FOODS_3_295,12574.0,5430.588946166807
FOODS_3_296,1087.0,989.960238135083
FOODS_3_297,898.0,798.4621600741705
FOODS_3_298,618.0,565.0052757499865
FOODS_3_299,3806.0,2060.7042566648583
FOODS_3_301,952.0,790.4397090285719
FOODS_3_302,3924.0,2488.624369068557
FOODS_3_303,610.0,598.1151429467761
FOODS_3_306,3225.0,1931.4933235869034
FOODS_3_307,4162.0,2086.2209820226653
FOODS_3_309,413.0,400.4668220088829
FOODS_3_311,1265.0,936.9211453858311
FOODS_3_313,7544.0,2988.737603811397
FOODS_3_317,2918.0,2080.530672070673
FOODS_3_318,12271.0,7720.791608909578
FOODS_3_319,7484.0,4951.227557874183
FOODS_3_320,1316.0,1166.5883878272086
FOODS_3_321,5178.0,2419.081659379352
FOODS_3_322,893.0,648.0014998203882
FOODS_3_323,665.0,665.1399686847061
FOODS_3_324,1818.0,1247.9386440393184
FOODS_3_326,2581.0,1878.1917173870104
FOODS_3_327,3510.0,2010.571174589287
FOODS_3_332,2026.0,1366.4526545244507
FOODS_3_333,1860.0,1434.4623083502747
FOODS_3_336,239.0,239.78642241401784
FOODS_3_338,311.0,311.3210462628256
FOODS_3_340,950.0,860.301599369328
FOODS_3_343,363.0,359.58028615016264
FOODS_3_344,1892.0,1373.85274446677
FOODS_3_346,2899.0,1905.906897652653
FOODS_3_347,2387.0,1539.5243928144616
FOODS_3_349,7470.0,3179.4725633317676
FOODS_3_351,4840.0,2878.27419104526
FOODS_3_352,423.0,417.34845650746183
FOODS_3_353,782.0,653.605895839728
FOODS_3_356,1497.0,1216.7026500889936
FOODS_3_358,469.0,466.7560839974087
FOODS_3_361,1384.0,1019.2416119376389
FOODS_3_362,8251.0,5729.5579184325625
FOODS_3_364,439.0,428.3342124970488
FOODS_3_365,658.0,611.9556154020263
FOODS_3_366,835.0,814.8555935303266
FOODS_3_370,6502.0,2707.803252050732
FOODS_3_372,4430.0,2317.1585672198476
FOODS_3_373,600.0,594.7008666774967
FOODS_3_375,693.0,666.2924100196021
FOODS_3_376,10539.0,5289.631058414201
FOODS_3_377,15165.0,3759.3028596295917
FOODS_3_378,1123.0,898.2876498937039
FOODS_3_380,238.0,238.0120645181683
FOODS_3_382,2412.0,2009.1836510109977
FOODS_3_383,1901.0,1533.0714834929722
FOODS_3_385,1048.0,894.1680888734811
FOODS_3_387,648.0,533.25112723577
FOODS_3_389,10791.0,3627.8730374792135
FOODS_3_390,1686.0,1289.6093910508762
FOODS_3_392,1065.0,944.1425633684778
FOODS_3_393,6956.0,3019.8459056753636
FOODS_3_394,667.0,583.1096316044415
FOODS_3_395,837.0,797.7883024402463
FOODS_3_399,6179.0,3098.017612910116
FOODS_3_400,1424.0,1000.0263687335533
FOODS_3_401,831.0,819.0343670897524
FOODS_3_402,559.0,552.5803784622036
FOODS_3_403,5562.0,2642.002101293627
FOODS_3_404,6789.0,4023.460544373683
FOODS_3_405,1119.0,970.4357489862975
FOODS_3_408,479.0,455.7617217529604
FOODS_3_409,579.0,563.2394139454524
FOODS_3_410,891.0,668.6743893426857
FOODS_3_411,1240.0,987.426551708043
FOODS_3_413,4440.0,2282.010129239405
FOODS_3_418,2156.0,1565.8527246040646
FOODS_3_419,1243.0,943.1275187797957
FOODS_3_421,383.0,382.04843631105973
FOODS_3_422,3464.0,2294.8354930156133
FOODS_3_423,1869.0,1334.1564221868969
FOODS_3_424,1122.0,954.5097290114085
FOODS_3_427,437.0,434.77129756738714
FOODS_3_430,517.0,519.9138312812036
FOODS_3_431,1996.0,1512.8747924584898
FOODS_3_433,1688.0,1360.5395251586679
FOODS_3_438,1816.0,1539.6329772757392
FOODS_3_439,2938.0,1592.8096868632222
FOODS_3_442,423.0,419.7252565608237
FOODS_3_448,601.0,468.7129709816252
FOODS_3_449,4035.0,2445.011726143556
FOODS_3_450,1312.0,1022.0718937388758
